source,target,type,weight
236918471,67318883,Directed,1
106086098,67318883,Directed,1
475746939,67318883,Directed,1
411064560,67318883,Directed,1
2748923637,67318883,Directed,1
797971200,67318883,Directed,1
294753579,67318883,Directed,1
533536556,67318883,Directed,1
231187264,67318883,Directed,1
2940722500,67318883,Directed,1
630367566,67318883,Directed,1
3404645212,67318883,Directed,1
47148388,67318883,Directed,1
1524419966,67318883,Directed,1
108036479,67318883,Directed,1
227821453,67318883,Directed,1
14668733,67318883,Directed,1
852527832198770690,67318883,Directed,1
443551180,67318883,Directed,1
796800012122521600,67318883,Directed,1
75919854,67318883,Directed,1
501944828,67318883,Directed,1
2422623238,370047774,Directed,1
67318883,370047774,Directed,1
3414762592,370047774,Directed,1
195830419,370047774,Directed,1
2413096084,370047774,Directed,1
294753579,370047774,Directed,1
568107376,370047774,Directed,1
175334832,370047774,Directed,1
551174114,370047774,Directed,1
75919854,370047774,Directed,1
501944828,370047774,Directed,1
533536556,93385894,Directed,1
231187264,93385894,Directed,1
1524419966,93385894,Directed,1
67318883,69700384,Directed,1
592007767,69700384,Directed,1
53332060,69700384,Directed,1
335553215,69700384,Directed,1
1040695459,69700384,Directed,1
69729458,69700384,Directed,1
400393919,69700384,Directed,1
181709561,69700384,Directed,1
797971200,69700384,Directed,1
106853150,69700384,Directed,1
533536556,69700384,Directed,1
3248658911,69700384,Directed,1
231187264,69700384,Directed,1
108036479,69700384,Directed,1
926535049,69700384,Directed,1
344161473,299258658,Directed,1
175334832,299258658,Directed,1
551174114,299258658,Directed,1
67318883,35185443,Directed,1
400393919,35185443,Directed,1
533536556,35185443,Directed,1
630367566,35185443,Directed,1
532567918,35185443,Directed,1
626328552,35185443,Directed,1
852527832198770690,35185443,Directed,1
3193917928,35185443,Directed,1
195830419,786972526069047297,Directed,1
294753579,786972526069047297,Directed,1
568107376,786972526069047297,Directed,1
288246284,3576163462,Directed,1
53332060,3576163462,Directed,1
1031704176,3576163462,Directed,1
621285612,3576163462,Directed,1
371736833,3576163462,Directed,1
344992558,3576163462,Directed,1
3248658911,3576163462,Directed,1
227821453,3576163462,Directed,1
1686757266,3576163462,Directed,1
592007767,2376305447,Directed,1
1339439076,2376305447,Directed,1
2289439224,2376305447,Directed,1
592007767,422120233,Directed,1
621285612,422120233,Directed,1
181709561,422120233,Directed,1
926535049,422120233,Directed,1
2289439224,422120233,Directed,1
335553215,76618538,Directed,1
69729458,76618538,Directed,1
636429203,76618538,Directed,1
114288729,72873862,Directed,1
236918471,72873862,Directed,1
568107376,72873862,Directed,1
1524419966,72873862,Directed,1
231187264,144202541,Directed,1
1524419966,144202541,Directed,1
75919854,144202541,Directed,1
461280342,344992558,Directed,1
2422623238,344992558,Directed,1
288246284,344992558,Directed,1
401477209,344992558,Directed,1
930518624,344992558,Directed,1
592007767,344992558,Directed,1
1031704176,344992558,Directed,1
237300872,344992558,Directed,1
1040695459,344992558,Directed,1
2297687756,344992558,Directed,1
475746939,344992558,Directed,1
290650341,344992558,Directed,1
621285612,344992558,Directed,1
181709561,344992558,Directed,1
371736833,344992558,Directed,1
764021907171663872,344992558,Directed,1
3248658911,344992558,Directed,1
350224188,344992558,Directed,1
169122143,344992558,Directed,1
2163310968,344992558,Directed,1
926535049,344992558,Directed,1
227821453,344992558,Directed,1
1686757266,344992558,Directed,1
345944506,344992558,Directed,1
4893140956,344992558,Directed,1
138098169,344992558,Directed,1
345310824,4289755472,Directed,1
621285612,4289755472,Directed,1
175334832,4289755472,Directed,1
2747566647,1707793202,Directed,1
4249561767,1707793202,Directed,1
795078984,1707793202,Directed,1
2413096084,102398772,Directed,1
707938812916330496,102398772,Directed,1
4893140956,102398772,Directed,1
820685731450552322,608435927,Directed,1
625979067,608435927,Directed,1
344161473,608435927,Directed,1
106086098,608435927,Directed,1
849339692,608435927,Directed,1
294753579,608435927,Directed,1
108036479,608435927,Directed,1
1543913862,608435927,Directed,1
926535049,608435927,Directed,1
345944506,608435927,Directed,1
1339439076,608435927,Directed,1
2289439224,608435927,Directed,1
32660008,258387764,Directed,1
203065438,258387764,Directed,1
2333848675,258387764,Directed,1
335553215,258387764,Directed,1
195830419,258387764,Directed,1
69729458,258387764,Directed,1
501944828,258387764,Directed,1
32660008,456477008,Directed,1
67318883,456477008,Directed,1
335553215,456477008,Directed,1
452944514,456477008,Directed,1
237300872,456477008,Directed,1
411064560,456477008,Directed,1
2748923637,456477008,Directed,1
598187305,456477008,Directed,1
797971200,456477008,Directed,1
764021907171663872,456477008,Directed,1
106853150,456477008,Directed,1
630367566,456477008,Directed,1
2163310968,456477008,Directed,1
1524419966,456477008,Directed,1
1092215178,456477008,Directed,1
175334832,456477008,Directed,1
551174114,456477008,Directed,1
75919854,456477008,Directed,1
2690340858,456477008,Directed,1
501944828,456477008,Directed,1
930518624,4221322043,Directed,1
2601258594,4221322043,Directed,1
533536556,4221322043,Directed,1
69729458,251749180,Directed,1
227821453,251749180,Directed,1
891177368,251749180,Directed,1
1536995378,813478272910630913,Directed,1
67318883,813478272910630913,Directed,1
411064560,813478272910630913,Directed,1
797971200,813478272910630913,Directed,1
2940722500,813478272910630913,Directed,1
630367566,813478272910630913,Directed,1
443551180,813478272910630913,Directed,1
53332060,29043518,Directed,1
2333848675,29043518,Directed,1
335553215,29043518,Directed,1
195830419,29043518,Directed,1
344161473,29043518,Directed,1
106086098,29043518,Directed,1
4759048456,29043518,Directed,1
169122143,29043518,Directed,1
532567918,29043518,Directed,1
2304802170,29043518,Directed,1
1524419966,29043518,Directed,1
108036479,29043518,Directed,1
1686757266,29043518,Directed,1
900508574,29043518,Directed,1
903639980,29043518,Directed,1
345944506,29043518,Directed,1
551174114,29043518,Directed,1
75919854,29043518,Directed,1
32660008,231187264,Directed,1
831804464,231187264,Directed,1
1536995378,231187264,Directed,1
67318883,231187264,Directed,1
53332060,231187264,Directed,1
2333848675,231187264,Directed,1
335553215,231187264,Directed,1
1040695459,231187264,Directed,1
246973630,231187264,Directed,1
400393919,231187264,Directed,1
236918471,231187264,Directed,1
106086098,231187264,Directed,1
233548506,231187264,Directed,1
701362882429263872,231187264,Directed,1
411064560,231187264,Directed,1
598187305,231187264,Directed,1
797971200,231187264,Directed,1
4759048456,231187264,Directed,1
294753579,231187264,Directed,1
533536556,231187264,Directed,1
630367566,231187264,Directed,1
3404645212,231187264,Directed,1
47148388,231187264,Directed,1
626328552,231187264,Directed,1
2717217147,231187264,Directed,1
1524419966,231187264,Directed,1
108036479,231187264,Directed,1
755316620,231187264,Directed,1
852527832198770690,231187264,Directed,1
1308602820,231187264,Directed,1
796800012122521600,231187264,Directed,1
551174114,231187264,Directed,1
3193917928,231187264,Directed,1
75919854,231187264,Directed,1
501944828,231187264,Directed,1
833776048487677956,2723185474,Directed,1
4249561767,2723185474,Directed,1
322233579,2723185474,Directed,1
2748923637,2723185474,Directed,1
2717217147,2723185474,Directed,1
1092215178,2723185474,Directed,1
175334832,2723185474,Directed,1
345944506,2723185474,Directed,1
796800012122521600,2723185474,Directed,1
2690340858,2723185474,Directed,1
236918471,803570502,Directed,1
106086098,803570502,Directed,1
849339692,803570502,Directed,1
1524419966,803570502,Directed,1
636429203,803570502,Directed,1
2333848675,369836872,Directed,1
1031704176,369836872,Directed,1
237300872,369836872,Directed,1
621285612,369836872,Directed,1
344992558,369836872,Directed,1
2333848675,380853548,Directed,1
335553215,380853548,Directed,1
621285612,380853548,Directed,1
2163310968,380853548,Directed,1
175334832,380853548,Directed,1
501944828,380853548,Directed,1
322233579,821611340,Directed,1
3248658911,821611340,Directed,1
926535049,821611340,Directed,1
2333848675,320244557,Directed,1
452944514,320244557,Directed,1
900508574,320244557,Directed,1
592007767,2796041040,Directed,1
53332060,2796041040,Directed,1
1031704176,2796041040,Directed,1
237300872,2796041040,Directed,1
69729458,2796041040,Directed,1
322233579,2796041040,Directed,1
621285612,2796041040,Directed,1
371736833,2796041040,Directed,1
344992558,2796041040,Directed,1
3248658911,2796041040,Directed,1
169122143,2796041040,Directed,1
2163310968,2796041040,Directed,1
1543913862,2796041040,Directed,1
926535049,2796041040,Directed,1
930518624,11723602,Directed,1
371736833,11723602,Directed,1
344992558,11723602,Directed,1
227821453,11723602,Directed,1
2566158898,1596029779,Directed,1
1092215178,1596029779,Directed,1
227821453,1596029779,Directed,1
1558004148,1596029779,Directed,1
697562296059588608,201899628,Directed,1
2422623238,201899628,Directed,1
401477209,201899628,Directed,1
574221482,201899628,Directed,1
625979067,201899628,Directed,1
344161473,201899628,Directed,1
2748923637,201899628,Directed,1
533536556,201899628,Directed,1
630367566,201899628,Directed,1
108036479,201899628,Directed,1
1686757266,201899628,Directed,1
852527832198770690,201899628,Directed,1
501944828,201899628,Directed,1
195830419,378097330,Directed,1
294753579,378097330,Directed,1
568107376,378097330,Directed,1
930518624,786963288,Directed,1
2413096084,786963288,Directed,1
2748923637,786963288,Directed,1
797971200,786963288,Directed,1
630367566,786963288,Directed,1
1524419966,786963288,Directed,1
1558004148,786963288,Directed,1
796800012122521600,786963288,Directed,1
67318883,172048868,Directed,1
598187305,172048868,Directed,1
797971200,172048868,Directed,1
106853150,172048868,Directed,1
630367566,172048868,Directed,1
551174114,172048868,Directed,1
75919854,172048868,Directed,1
288246284,754453061163216896,Directed,1
820685731450552322,754453061163216896,Directed,1
237300872,754453061163216896,Directed,1
2394728189,754453061163216896,Directed,1
849339692,754453061163216896,Directed,1
344992558,754453061163216896,Directed,1
4590125417,754453061163216896,Directed,1
1686757266,754453061163216896,Directed,1
1339439076,754453061163216896,Directed,1
2811544063,754453061163216896,Directed,1
1363013874,3404645212,Directed,1
1004909329,3404645212,Directed,1
1686757266,3404645212,Directed,1
345944506,3404645212,Directed,1
501944828,3404645212,Directed,1
53332060,458521438,Directed,1
1941673615,458521438,Directed,1
106086098,458521438,Directed,1
106853150,458521438,Directed,1
2940722500,458521438,Directed,1
2422623238,414284639,Directed,1
53332060,414284639,Directed,1
344161473,414284639,Directed,1
1686757266,414284639,Directed,1
345944506,414284639,Directed,1
461280342,105292643,Directed,1
288246284,105292643,Directed,1
2740742208,105292643,Directed,1
930518624,105292643,Directed,1
1031704176,105292643,Directed,1
237300872,105292643,Directed,1
1040695459,105292643,Directed,1
2297687756,105292643,Directed,1
290650341,105292643,Directed,1
181709561,105292643,Directed,1
371736833,105292643,Directed,1
344992558,105292643,Directed,1
169122143,105292643,Directed,1
926535049,105292643,Directed,1
227821453,105292643,Directed,1
250912657,105292643,Directed,1
636429203,105292643,Directed,1
782277126468825089,602954596,Directed,1
2747566647,602954596,Directed,1
4249561767,602954596,Directed,1
250912657,602954596,Directed,1
138098169,602954596,Directed,1
231187264,378465126,Directed,1
1524419966,378465126,Directed,1
551174114,378465126,Directed,1
2422623238,120099687,Directed,1
195830419,120099687,Directed,1
598187305,120099687,Directed,1
2394728189,120099687,Directed,1
75919854,120099687,Directed,1
452944514,1013674856,Directed,1
4249561767,1013674856,Directed,1
322233579,1013674856,Directed,1
2723185474,1013674856,Directed,1
2163310968,1013674856,Directed,1
2717217147,1013674856,Directed,1
1092215178,1013674856,Directed,1
175334832,1013674856,Directed,1
345944506,1013674856,Directed,1
796800012122521600,1013674856,Directed,1
2690340858,1013674856,Directed,1
237300872,350224188,Directed,1
106086098,350224188,Directed,1
621285612,350224188,Directed,1
344992558,350224188,Directed,1
2163310968,350224188,Directed,1
2304802170,350224188,Directed,1
250912657,350224188,Directed,1
69729458,489765740,Directed,1
344161473,489765740,Directed,1
138098169,489765740,Directed,1
2747566647,224727919,Directed,1
2723185474,224727919,Directed,1
2163310968,224727919,Directed,1
1092215178,224727919,Directed,1
175334832,224727919,Directed,1
697562296059588608,834146451949232128,Directed,1
1363013874,834146451949232128,Directed,1
1925093647,834146451949232128,Directed,1
34406866,834146451949232128,Directed,1
2422623238,2984559473,Directed,1
288246284,2984559473,Directed,1
203065438,2984559473,Directed,1
2333848675,2984559473,Directed,1
335553215,2984559473,Directed,1
237300872,2984559473,Directed,1
1941673615,2984559473,Directed,1
195830419,2984559473,Directed,1
290650341,2984559473,Directed,1
701362882429263872,2984559473,Directed,1
621285612,2984559473,Directed,1
175334832,2984559473,Directed,1
138098169,2984559473,Directed,1
2740742208,265839474,Directed,1
592007767,265839474,Directed,1
237300872,265839474,Directed,1
598187305,265839474,Directed,1
2394728189,265839474,Directed,1
849339692,265839474,Directed,1
1004909329,265839474,Directed,1
795078984,265839474,Directed,1
707938812916330496,265839474,Directed,1
626328552,265839474,Directed,1
2163310968,265839474,Directed,1
798600121,265839474,Directed,1
1339439076,265839474,Directed,1
2289439224,265839474,Directed,1
2811544063,265839474,Directed,1
797971200,380163113,Directed,1
231187264,380163113,Directed,1
630367566,380163113,Directed,1
32660008,195842934,Directed,1
335553215,195842934,Directed,1
1040695459,195842934,Directed,1
233548506,195842934,Directed,1
532567918,195842934,Directed,1
108036479,195842934,Directed,1
3193917928,195842934,Directed,1
237300872,173968248,Directed,1
322233579,173968248,Directed,1
3248658911,173968248,Directed,1
2163310968,173968248,Directed,1
926535049,173968248,Directed,1
2601258594,4117422969,Directed,1
106086098,4117422969,Directed,1
411064560,4117422969,Directed,1
797971200,4117422969,Directed,1
533536556,4117422969,Directed,1
2940722500,4117422969,Directed,1
630367566,4117422969,Directed,1
568107376,4117422969,Directed,1
461280342,1366517948,Directed,1
344992558,1366517948,Directed,1
1686757266,1366517948,Directed,1
2333848675,2884819836,Directed,1
335553215,2884819836,Directed,1
452944514,2884819836,Directed,1
80641348,2884819836,Directed,1
67318883,334139315,Directed,1
1031704176,334139315,Directed,1
106086098,334139315,Directed,1
3248658911,334139315,Directed,1
169122143,334139315,Directed,1
2304802170,334139315,Directed,1
926535049,334139315,Directed,1
227821453,334139315,Directed,1
891177368,334139315,Directed,1
67318883,139000702,Directed,1
598187305,139000702,Directed,1
797971200,139000702,Directed,1
630367566,139000702,Directed,1
551174114,139000702,Directed,1
75919854,139000702,Directed,1
533536556,2170553215,Directed,1
350224188,2170553215,Directed,1
630367566,2170553215,Directed,1
425096207,4415560576,Directed,1
930518624,4415560576,Directed,1
1363013874,4415560576,Directed,1
106853150,4415560576,Directed,1
2940722500,4415560576,Directed,1
34406866,4415560576,Directed,1
32660008,584640871,Directed,1
236918471,584640871,Directed,1
2785386766,584640871,Directed,1
630367566,584640871,Directed,1
551174114,584640871,Directed,1
401477209,2220215172,Directed,1
195830419,2220215172,Directed,1
574221482,2220215172,Directed,1
625979067,2220215172,Directed,1
344161473,2220215172,Directed,1
236918471,2220215172,Directed,1
533536556,2220215172,Directed,1
350224188,2220215172,Directed,1
2304802170,2220215172,Directed,1
2717217147,2220215172,Directed,1
1092215178,2220215172,Directed,1
903639980,2220215172,Directed,1
75919854,2220215172,Directed,1
411064560,4494279557,Directed,1
797971200,4494279557,Directed,1
630367566,4494279557,Directed,1
67318883,777599584164016128,Directed,1
452944514,777599584164016128,Directed,1
106086098,777599584164016128,Directed,1
411064560,777599584164016128,Directed,1
598187305,777599584164016128,Directed,1
797971200,777599584164016128,Directed,1
2723185474,777599584164016128,Directed,1
630367566,777599584164016128,Directed,1
2545544532,777599584164016128,Directed,1
2163310968,777599584164016128,Directed,1
551174114,777599584164016128,Directed,1
75919854,777599584164016128,Directed,1
501944828,777599584164016128,Directed,1
2811544063,777599584164016128,Directed,1
114288729,805514119,Directed,1
849339692,805514119,Directed,1
294753579,805514119,Directed,1
636429203,805514119,Directed,1
345944506,805514119,Directed,1
1308602820,805514119,Directed,1
138098169,805514119,Directed,1
461280342,353635208,Directed,1
288246284,353635208,Directed,1
2740742208,353635208,Directed,1
930518624,353635208,Directed,1
592007767,353635208,Directed,1
1031704176,353635208,Directed,1
237300872,353635208,Directed,1
69729458,353635208,Directed,1
2297687756,353635208,Directed,1
621285612,353635208,Directed,1
371736833,353635208,Directed,1
849339692,353635208,Directed,1
344992558,353635208,Directed,1
3248658911,353635208,Directed,1
350224188,353635208,Directed,1
926535049,353635208,Directed,1
227821453,353635208,Directed,1
67318883,1432587146,Directed,1
294753579,1432587146,Directed,1
231187264,1432587146,Directed,1
1524419966,1432587146,Directed,1
3193917928,1432587146,Directed,1
797971200,1907000203,Directed,1
1308602820,1907000203,Directed,1
75919854,1907000203,Directed,1
2297687756,745929542125129728,Directed,1
621285612,745929542125129728,Directed,1
344992558,745929542125129728,Directed,1
169122143,745929542125129728,Directed,1
891177368,745929542125129728,Directed,1
67318883,181246104,Directed,1
1941673615,181246104,Directed,1
598187305,181246104,Directed,1
797971200,181246104,Directed,1
106853150,181246104,Directed,1
551174114,181246104,Directed,1
1031704176,199590802,Directed,1
335553215,199590802,Directed,1
237300872,199590802,Directed,1
621285612,199590802,Directed,1
371736833,199590802,Directed,1
294753579,199590802,Directed,1
344992558,199590802,Directed,1
3248658911,199590802,Directed,1
1524419966,199590802,Directed,1
926535049,199590802,Directed,1
227821453,199590802,Directed,1
501944828,199590802,Directed,1
2422623238,636429203,Directed,1
2740742208,636429203,Directed,1
114288729,636429203,Directed,1
53332060,636429203,Directed,1
237300872,636429203,Directed,1
2297687756,636429203,Directed,1
701362882429263872,636429203,Directed,1
849339692,636429203,Directed,1
3248658911,636429203,Directed,1
169122143,636429203,Directed,1
1543913862,636429203,Directed,1
67318883,475505557,Directed,1
797971200,475505557,Directed,1
294753579,475505557,Directed,1
630367566,475505557,Directed,1
175334832,475505557,Directed,1
501944828,475505557,Directed,1
930518624,4289110935,Directed,1
1031704176,4289110935,Directed,1
237300872,4289110935,Directed,1
322233579,4289110935,Directed,1
237300872,799681692353130500,Directed,1
533536556,799681692353130500,Directed,1
2163310968,799681692353130500,Directed,1
322233579,887329946,Directed,1
621285612,887329946,Directed,1
4759048456,887329946,Directed,1
2422623238,900508574,Directed,1
401477209,900508574,Directed,1
195830419,900508574,Directed,1
2163310968,900508574,Directed,1
1308602820,900508574,Directed,1
501944828,900508574,Directed,1
1031704176,373300661,Directed,1
452944514,373300661,Directed,1
371736833,373300661,Directed,1
344992558,373300661,Directed,1
114288729,42415009,Directed,1
53332060,42415009,Directed,1
2297687756,42415009,Directed,1
169122143,42415009,Directed,1
67318883,4819139739,Directed,1
625979067,4819139739,Directed,1
797971200,4819139739,Directed,1
231187264,4819139739,Directed,1
630367566,4819139739,Directed,1
551174114,4819139739,Directed,1
75919854,4819139739,Directed,1
106086098,782277126468825089,Directed,1
2940722500,782277126468825089,Directed,1
345944506,782277126468825089,Directed,1
831804464,2301141925,Directed,1
322233579,2301141925,Directed,1
598187305,2301141925,Directed,1
2422623238,186196902,Directed,1
2333848675,186196902,Directed,1
335553215,186196902,Directed,1
294753579,186196902,Directed,1
401477209,2994756081,Directed,1
2747566647,2994756081,Directed,1
1031704176,2994756081,Directed,1
335553215,2994756081,Directed,1
237300872,2994756081,Directed,1
1040695459,2994756081,Directed,1
322233579,2994756081,Directed,1
621285612,2994756081,Directed,1
344992558,2994756081,Directed,1
350224188,2994756081,Directed,1
2163310968,2994756081,Directed,1
903639980,2994756081,Directed,1
175334832,2994756081,Directed,1
4893140956,2994756081,Directed,1
697562296059588608,791665500,Directed,1
32660008,791665500,Directed,1
831804464,791665500,Directed,1
53332060,791665500,Directed,1
203065438,791665500,Directed,1
345310824,791665500,Directed,1
335553215,791665500,Directed,1
452944514,791665500,Directed,1
1941673615,791665500,Directed,1
4249561767,791665500,Directed,1
701362882429263872,791665500,Directed,1
598187305,791665500,Directed,1
3248658911,791665500,Directed,1
2723185474,791665500,Directed,1
2163310968,791665500,Directed,1
636429203,791665500,Directed,1
175334832,791665500,Directed,1
798600121,791665500,Directed,1
501944828,791665500,Directed,1
290650341,2457882780,Directed,1
3108464907,2457882780,Directed,1
2163310968,2457882780,Directed,1
475746939,520740660,Directed,1
350224188,520740660,Directed,1
3558853576,520740660,Directed,1
2422623238,903639980,Directed,1
4040881750,903639980,Directed,1
195830419,903639980,Directed,1
1040695459,903639980,Directed,1
236918471,903639980,Directed,1
290650341,903639980,Directed,1
181709561,903639980,Directed,1
3108464907,903639980,Directed,1
1004909329,903639980,Directed,1
774339360,903639980,Directed,1
3248658911,903639980,Directed,1
795078984,903639980,Directed,1
169122143,903639980,Directed,1
1543913862,903639980,Directed,1
1558004148,903639980,Directed,1
798600121,903639980,Directed,1
1308602820,903639980,Directed,1
4893140956,903639980,Directed,1
782277126468825089,2194811827,Directed,1
2747566647,2194811827,Directed,1
4249561767,2194811827,Directed,1
2748923637,2194811827,Directed,1
2566158898,2194811827,Directed,1
2723185474,2194811827,Directed,1
2717217147,2194811827,Directed,1
1092215178,2194811827,Directed,1
175334832,2194811827,Directed,1
2690340858,2194811827,Directed,1
32660008,2153317302,Directed,1
4040881750,2153317302,Directed,1
2601258594,2153317302,Directed,1
2333848675,2153317302,Directed,1
345310824,2153317302,Directed,1
335553215,2153317302,Directed,1
452944514,2153317302,Directed,1
1040695459,2153317302,Directed,1
4249561767,2153317302,Directed,1
322233579,2153317302,Directed,1
411064560,2153317302,Directed,1
1004909329,2153317302,Directed,1
2723185474,2153317302,Directed,1
2940722500,2153317302,Directed,1
2717217147,2153317302,Directed,1
1092215178,2153317302,Directed,1
1686757266,2153317302,Directed,1
903639980,2153317302,Directed,1
3193917928,2153317302,Directed,1
697562296059588608,312708023,Directed,1
32660008,312708023,Directed,1
67318883,312708023,Directed,1
2333848675,312708023,Directed,1
237300872,312708023,Directed,1
236918471,312708023,Directed,1
2748923637,312708023,Directed,1
598187305,312708023,Directed,1
797971200,312708023,Directed,1
294753579,312708023,Directed,1
630367566,312708023,Directed,1
3404645212,312708023,Directed,1
47148388,312708023,Directed,1
175334832,312708023,Directed,1
551174114,312708023,Directed,1
75919854,312708023,Directed,1
2690340858,312708023,Directed,1
425096207,111450444,Directed,1
67318883,111450444,Directed,1
592007767,111450444,Directed,1
729769684883615744,111450444,Directed,1
849339692,111450444,Directed,1
436181325,111450444,Directed,1
108036479,111450444,Directed,1
227821453,111450444,Directed,1
891177368,111450444,Directed,1
2422623238,798600121,Directed,1
4040881750,798600121,Directed,1
114288729,798600121,Directed,1
195830419,798600121,Directed,1
1040695459,798600121,Directed,1
625979067,798600121,Directed,1
236918471,798600121,Directed,1
2394728189,798600121,Directed,1
1004909329,798600121,Directed,1
774339360,798600121,Directed,1
3248658911,798600121,Directed,1
795078984,798600121,Directed,1
169122143,798600121,Directed,1
1543913862,798600121,Directed,1
1686757266,798600121,Directed,1
903639980,798600121,Directed,1
67318883,1520427962,Directed,1
452944514,1520427962,Directed,1
411064560,1520427962,Directed,1
797971200,1520427962,Directed,1
294753579,1520427962,Directed,1
630367566,1520427962,Directed,1
3404645212,1520427962,Directed,1
4124637371,1520427962,Directed,1
75919854,1520427962,Directed,1
114288729,150426555,Directed,1
53332060,150426555,Directed,1
2333848675,150426555,Directed,1
335553215,150426555,Directed,1
169122143,150426555,Directed,1
636429203,150426555,Directed,1
697562296059588608,14668733,Directed,1
461280342,14668733,Directed,1
67318883,14668733,Directed,1
106086098,14668733,Directed,1
411064560,14668733,Directed,1
1363013874,14668733,Directed,1
849339692,14668733,Directed,1
1925093647,14668733,Directed,1
106853150,14668733,Directed,1
707938812916330496,14668733,Directed,1
4590125417,14668733,Directed,1
34406866,14668733,Directed,1
236443603,14668733,Directed,1
592007767,1941715902,Directed,1
1543913862,1941715902,Directed,1
926535049,1941715902,Directed,1
2289439224,1941715902,Directed,1
2422623238,355445237,Directed,1
114288729,355445237,Directed,1
53332060,355445237,Directed,1
195830419,355445237,Directed,1
344161473,355445237,Directed,1
2304802170,355445237,Directed,1
67318883,1572910016,Directed,1
203065438,1572910016,Directed,1
2333848675,1572910016,Directed,1
195830419,1572910016,Directed,1
621285612,1572910016,Directed,1
1524419966,1572910016,Directed,1
782277126468825089,494161044,Directed,1
2747566647,494161044,Directed,1
67318883,494161044,Directed,1
592007767,494161044,Directed,1
203065438,494161044,Directed,1
2601258594,494161044,Directed,1
2333848675,494161044,Directed,1
335553215,494161044,Directed,1
452944514,494161044,Directed,1
1941673615,494161044,Directed,1
2413096084,494161044,Directed,1
1040695459,494161044,Directed,1
344161473,494161044,Directed,1
236918471,494161044,Directed,1
233548506,494161044,Directed,1
290650341,494161044,Directed,1
322233579,494161044,Directed,1
797971200,494161044,Directed,1
849339692,494161044,Directed,1
1004909329,494161044,Directed,1
106853150,494161044,Directed,1
294753579,494161044,Directed,1
533536556,494161044,Directed,1
2566158898,494161044,Directed,1
2723185474,494161044,Directed,1
2940722500,494161044,Directed,1
108036479,494161044,Directed,1
250912657,494161044,Directed,1
1686757266,494161044,Directed,1
636429203,494161044,Directed,1
4124637371,494161044,Directed,1
38666681,494161044,Directed,1
833776048487677956,1861524420,Directed,1
4249561767,1861524420,Directed,1
2748923637,1861524420,Directed,1
106853150,1861524420,Directed,1
2723185474,1861524420,Directed,1
169122143,1861524420,Directed,1
2717217147,1861524420,Directed,1
1092215178,1861524420,Directed,1
796800012122521600,1861524420,Directed,1
2690340858,1861524420,Directed,1
501944828,1861524420,Directed,1
237300872,512080374,Directed,1
625979067,512080374,Directed,1
621285612,512080374,Directed,1
181709561,512080374,Directed,1
344992558,512080374,Directed,1
926535049,512080374,Directed,1
227821453,512080374,Directed,1
891177368,512080374,Directed,1
2601258594,609301446,Directed,1
1040695459,609301446,Directed,1
181709561,609301446,Directed,1
1004909329,609301446,Directed,1
533536556,609301446,Directed,1
2566158898,609301446,Directed,1
2940722500,609301446,Directed,1
795078984,609301446,Directed,1
169122143,609301446,Directed,1
900508574,609301446,Directed,1
903639980,609301446,Directed,1
1558004148,609301446,Directed,1
798600121,609301446,Directed,1
852527832198770690,609301446,Directed,1
704783919930068994,3558853576,Directed,1
237300872,3558853576,Directed,1
195830419,3558853576,Directed,1
764021907171663872,3558853576,Directed,1
704783919930068994,628790092,Directed,1
2422623238,628790092,Directed,1
288246284,628790092,Directed,1
2740742208,628790092,Directed,1
930518624,628790092,Directed,1
203065438,628790092,Directed,1
237300872,628790092,Directed,1
625979067,628790092,Directed,1
181709561,628790092,Directed,1
849339692,628790092,Directed,1
926535049,628790092,Directed,1
903639980,628790092,Directed,1
4893140956,628790092,Directed,1
2289439224,628790092,Directed,1
2422623238,741485515,Directed,1
592007767,741485515,Directed,1
237300872,741485515,Directed,1
69729458,741485515,Directed,1
621285612,741485515,Directed,1
371736833,741485515,Directed,1
344992558,741485515,Directed,1
1524419966,741485515,Directed,1
926535049,741485515,Directed,1
1339439076,741485515,Directed,1
2289439224,741485515,Directed,1
461280342,2478189516,Directed,1
2740742208,2478189516,Directed,1
114288729,2478189516,Directed,1
203065438,2478189516,Directed,1
621285612,2478189516,Directed,1
344992558,2478189516,Directed,1
636429203,2478189516,Directed,1
345310824,76061645,Directed,1
4249561767,76061645,Directed,1
1092215178,76061645,Directed,1
831804464,2748923637,Directed,1
322233579,2748923637,Directed,1
4759048456,2748923637,Directed,1
2723185474,2748923637,Directed,1
630367566,2748923637,Directed,1
47148388,2748923637,Directed,1
2717217147,2748923637,Directed,1
1092215178,2748923637,Directed,1
175334832,2748923637,Directed,1
2690340858,2748923637,Directed,1
425096207,443551180,Directed,1
1536995378,443551180,Directed,1
930518624,443551180,Directed,1
186600007,443551180,Directed,1
67318883,443551180,Directed,1
203065438,443551180,Directed,1
2601258594,443551180,Directed,1
843246206,443551180,Directed,1
106086098,443551180,Directed,1
1363013874,443551180,Directed,1
106853150,443551180,Directed,1
986846172,443551180,Directed,1
533536556,443551180,Directed,1
2566158898,443551180,Directed,1
2940722500,443551180,Directed,1
630367566,443551180,Directed,1
47148388,443551180,Directed,1
38666681,443551180,Directed,1
798600121,443551180,Directed,1
551174114,443551180,Directed,1
67318883,1682661110,Directed,1
475746939,1682661110,Directed,1
598187305,1682661110,Directed,1
67318883,79977426,Directed,1
231187264,79977426,Directed,1
